product_id,model,upc,quantity
1096,LYA-L29,886598058971,0
1080,SM-G975F,887276329161,0
1083,G011C,842776101433,0
1084,SM-G930,887276155449,0
1085,A1674,888462835787,1
1086,A1453,885909781591,0
1109,A2101,190198784971,0
1089,A1524,646117873542,0
1090,SM-G950F,887276218830,0
1091,F8131,95673863038,0
1092,F5121,95673862963,0
1093,A1489,885909708260,3
1094,D5833,95673859543,0
1095,E6853,7311271538004,0
1097,A1674,888462833882,0
1098,A1709,190198471406,0
1099,A1673,888462762960,1
1100,A1474,885909774203,0
1101,A1460,885909673421,1
1102,G013A,842776107350,0
1103,SM-G920I,737989980114,0
1104,SM-G920I,887276076478,0
1105,K430dsy,652810519809,0
1106,H870K,652810818025,0
1107,J250,8801643113667,0
1108,XT1602,723755010574,0
1111,A1430,885909540990,0
1112,A1396,754292147102,0
1113,A1416,885909454563,0
1114,A1566,888462024877,0
1115,A1822,190198239594,0
1116,A1823,190198233080,0
1117,A1524,646117873641,0
1118,A1554,888462079525,0
1119,A1554,888462149365,0
1120,A1554,888462149365,0
1121,A1566,190198161048,0
1122,A1432,885909667574,0
1124,SM-J700H/DS,8806086866644,0
1814,G965F,,0
1126,A2105,190198774682,0
1131,SM-J730F/DS,8801643208073,0
1189,SM-G975F,887276294865,0
1137,GT-I9505,162132695650,0
1134,CPH1725,,0
1140,G013A,842776107688,0
1202,A2105,190198774682,1
1203,A2101,190198783950,1
1261,SM-A705YN,8801643995164,0
1201,A2097,190198790392,2
1199,A1723,190198292148,0
1192,SM-G960F/U,8801643103910,0
1176,A2101,190198784971,0
1177,A1707,190198373977,0
1197,SM-G975F,8801643609924,0
1239,G013C,842776108449,1
1196,A1553,,0
1191,SM-G965F,887276248035,0
1817,EE-P5000BBEGWW,8806088958019,0
1193,SM-G960F/U,8801643103910,0
1190,A1600,888462008877,0
1249,A1723,190198292148,0
1252, SM-G955F,887276218199,0
1187,A1863,190198626325,0
1183,A1475,885909773428,0
1195,A1652,888462533393,0
1248,GT-P7510,,0
1180,A2097,190198792082,0
1181,A1687,888462501637,0
1182,SM-G965F,887276248035,0
1210,A1674,888462835268,0
1167,VKY-L29,6901443176328,0
1168,G3116,95673864103,0
1188,A1432,885909575336,0
1277,SM-A205YZBTXSA,853633004255,0
1169,A1858,190198508218,0
1170,EF-RG960CBEGWW,8801643105600,0
1171,EF-NG965PVEGWW,,0
1172,EF-GG960FREGWW,887276258218,0
1173,EF-XG965ABEGUS,,0
1174,ET-FG965CTEGWW,8801643244576,39
1175,SM-G975F,8801643609924,0
1178,COMP10AMGY,,0
1204,J5S2018,602573297544,0
1205,A2105,190198771964,0
3527,520-12IKB,192076259564,0
1207,A2105,190198778086,0
1209,SM-G977B,,0
1377,A1554,888462079983,0
1371,SM-N950F,689012772831,0
1213,SM-T705,8806086329217,0
3076,A1758,190198211682,0
1215,A1550,888462376167,0
1216,A1432,885909667574,0
1227,GM1900,6921815607878,0
1219,A1550,888462376792,0
1220,A1490,885909815883,0
1221,a1490,885909815883,1
1222,mix,,4
1223,SM-A205F,853633004255,0
1224,H8216,95673865971,0
1237,A1688,190198058591,0
1225,A1671,190198300256,4
1226,SM-G9600/DS,8801643117535,0
1228,GA00507-AU,,0
1229,Google Pixel 3,,0
1230,Google Pixel 3,19428163037,0
1231,iPhone X &amp; Xs,,0
1232,iPhone X and Xs,,0
1233,iPhone Xr,,0
1234,iPhone Xs Max,19428164188,39
1235,C43140BKBK,19428163020,0
1236,RNE-L02,6901443202225,0
1238,A1502,888462030762,0
1460,SM-T385,887276287485,0
1454,BLLL22,886598039130,0
1256,SM-G970F,887276301143,0
1241,A1723,190198296443,0
1736,A2093,190199264595,0
1247,A1671,190198283108,0
1242,XT1793,723755011106,0
1243,MDI40,613865264335,0
1244,C38030,849944048989,0
1245,C48150BKLG,19428168155,0
1246,CY2846CPTGL,,0
1250,GM-1910,6921815607298,0
1255,SM-J810Y/DS,8801643387747,0
1251,SM-G960F,,0
1269,A1550,603784243610,0
1253,SM-R805F,8801643386672,0
1254,SM-R805F,8801643386641,0
1257,VTR-L09,6901443183180,0
1258,XT1100,723755006386,0
1259,A1688,766970284726,3
1271,A1538,888462367820,0
1260,EVA-L09,889349125335,0
1262,a1490,,0
1263,A1489,,0
1265,SM-T290,887276347509,0
1266,A1599,888462022156,0
1267,A1599,888462075985,0
1268,A1599,888462023146,0
1270,A1538,190198175052,0
1272,A1550,888462376853,0
1273,A1538,888462369213,0
1274,A1550,888462376167,0
1276,A2008,190198864321,0
1278,SM-A305YZKNXSA,8801643925406,0
1281,VTR-L09,6901443183180,0
1293,box,,29
1282,A2101,190198783950,0
1283,A1990,190198906045,0
1284,Garmin - Fenix 5,,0
1295,cable,,995
1285,iPad Pro 12.9&quot; 2017,,0
1286,C47120,849944054164,0
1287,C37030,19428153540,0
1288,A1549,190198429261,4
1298,A1687,888462568906,0
1290,SM-G960F,8801643191757,0
1291,SM-G965F,887276248035,1
1292,EE-D3000BBEGWW,818243033996,0
1294,SM-N950F,689012772824,0
1296,charger,,197
1297,SM-G973F,887276294865,0
1299,GM-1910,,0
1301,SM-G920I,887276076478,0
1302,SM-G970F,887276301143,0
1303,EE-D3100TBEGAU,,0
1304,EJ-PN950BBEGUS,,45
1305,SM-G975F,887276329161,0
1306,headphone,,1999
1307,glass,,980
1310,For iPhone XS Max,848116020792,20
1312,A1454,,0
1311,A1454,,0
1313,EF-ZG970CBEGWW,8801643651374,0
1314,EF-ZG975CWEGWW,8801643651268,0
1315,EF-NG970PBEGWW,8801643651374,50
1316,EF-KG975CWEGWW,887276317304,12
1317,EF-KG970CBEGWW,8801643644741,145
1318,EF-VG970LBEGWW,887276316154,222
1319,ET-FG970CTEGWW,8801643678463,5
1320,EF-RG975,8801643641603,0
1321,EF-PG973TBEGWW,8801643640279,0
1322,SM-G973F,887276294865,0
3208,SM-G996U1,887276535920,0
1323,GA00496,,1
1324,GA00496,,0
1325,GA00498,,0
1326,GA00498,842776107183,0
1327,129462,,11
1328,129459,,0
1329,G020B,842776110978,0
1390,G013A,,0
1331,A1550,888462376167,0
1330,SM-W727YZKBTEL,,0
1332,CPH1979,6944284645295,0
1347,A1455,,0
1346,A3000,602716058100,0
1333,A2218,190199383845,1
1334,A1863,,0
1339,A2215,190199383845,1
1335,a1490,,0
1336,A1475,885909796700,0
1337,A1567,190198163875,0
1338,A1475,885909796700,1
1353,EF-VG975LBEGUS,887276317120,42
1340,A2160,190199389779,2
1341,A2215,190199391475,0
1342,A2218,190199382367,0
1343,A2218,190199384958,0
1515,My Deal Product Without Color,,0
1493,A1863,659153084797,0
1345,SM-G965F/DS,887276255880,0
1387,A1865,,0
1348,A1430,885909553419,0
1372,SM-T530,748926604871,0
1349,C49030,19428168193,0
1350,C50000,849944055994,0
1352,EF-VG973LBEGUS,887276317205,0
1369,A1803,888462140409,0
1354,129646,,24
1355,T21-6095,5056234702604,0
1356,C50000,19428168285,0
1357,C49000,19428168216,0
1358,Huawei P30,6901443277421,0
1359,51992866,6901443280735,0
1375,A1403,885909571932,0
1360,A1891,190198623287,0
1361,A1859,190198509314,0
1362,A1858,190198508218,0
1363,A1803,888462149129,0
1364,A1803,190198131560,0
1365,HMA-L29,6901443264872,0
1366,G013C,842776108722,1
1367,SM-N975F,8801643991012,0
1368,A2007,190198865458,0
1370,A2105,190198772985,0
1409,A1278,885909582969,0
1374,A2007,190198861955,0
1376,A1553,888462079525,0
1397,CPH1831,6944284632158,0
1378,SM-G970F,887276302225,0
1388,VOG-L09,6901443285419,0
1379,HTC U Play,4718487702893,0
1380,SM-G935F,887276155173,0
1395,CPH1877,6944284633155,0
1381,G013C,842776108722,0
1382,SM-G970F,887276301143,0
1407,SM-G977B,887276294865,0
1383,A1954,190198648723,0
1384,A1671,,0
1385,FTN-B19,6901443285242,0
1386,A2008,190198862761,0
1389,MHA-L09,886598045483,0
1391,G013C,842776108722,0
1411,Norton Security Standard,,0
1392,SM-A530F,8801643197339,0
1393,SM-G930F,887276155449,0
1394,G935F,887276155173,0
1396,CPH1909,6944284642836,0
1398,ALP-L09,6901443202201,0
1399,TA-1020,6438409003355,0
1400,MB-MC512GA/APC,,0
1405,VOG-L09,6901443288052,0
1401,TA-1012,6438409008398,0
1402,TA-1033,9346112007263,0
1403,SM-R810,,0
1404,A2097,190198793430,0
1406,LYA-L09,6901443263950,0
1408,LIO-L09,6901443348534,0
1412,G013A,842776108623,0
1410,DMA0120VHA,,0
1413,G013A,842776107688,0
1414,SM-G973F,887276294865,0
3228,A2133,190199062368,0
1415,SM-N976F,8806090123856,0
1416,SM-N975F,8801643991012,0
1417,SM-N970F,887276352831,0
1418,DUB-LX2,6901443279388,0
1419,A1822,,1
1420,A1822,,1
1423,SM-N910G,887276050867,0
1424,A1673,888462761222,0
1425,A1709,190198332691,0
1426,A1709,190198345219,0
1431,G020M,842776114945,0
1430,SM-J250F,,0
1427,UX490U,889349835760,0
1429,VOG-L09,,0
1428,A2221,190199221239,0
1432,A2008,190198864321,0
1434,SM-W728YZKAXSA,,0
1438,G020M,842776115362,0
1435,4120-CHGPAD-AC-BLK,848467071870,0
1461,A1934,190198878175,2
1437,ALP-L09,6901443202201,0
1439,G020M,,0
1440,G020,,0
1459,SM-G975F,887276316055,0
1441,G020,,0
1442,ANE-LX2J,6901443232307,0
1443,SM-G975F,8801643746339,0
1444,SM-G975F,887276302126,0
3223,1511100241,846127198134,0
1445,A1538,,0
1446,A1652,888462533393,3
1447,A1701,190198470935,0
1448,A1600,888462009409,0
1449,A1454,,0
1450,CPH1921,6944284641549,0
1468,G020,842776114648,1
1451,A1865,190198626493,0
1452,A2097,190198792082,1
1453,A1865,190198456854,0
1455,CPH1607,6944284617414,0
1456,A2101,190198784971,0
1457,A2007,190198861955,0
1458,A2007,190198861955,0
1477, SM-G950F,887276218830,0
1475,A2097,190198790392,0
1463,A1864,190198453808,0
1462,A1688,888462500593,0
1464,A2221,190199221239,0
1465,A2221,190199221239,0
1466,Huawei Watch 2,,0
1467,A2105,190198771964,0
1478,SM-T355y,,0
1469,G020,842776114648,0
1470,A1778,190198069962,0
1471,A1778,190198071767,0
1473,A2101,190198785657,1
1474,A2101,190198785657,0
1476,A2105,190198771964,0
1480,SM-N975F,8801643991012,0
1483,A2105,190198774682,0
1481,A2218,190199384958,0
1482,A2218,190199383845,0
1484,SM-J530Y,8806088815329,0
1487,G3221,841434171115,0
1488,99HALT019-00,4718487702732,0
1489,HTC U Play,,0
1510,My-Deal-Product-1,,0
1518,My Deal Product Live (Don't buy),,0
1525,VOG-L29,6901443285457,0
1490,A1978,,0
1507,G020B,842776111562,0
1502,SM-N960F,887276284279,0
1531,T21-6944,5056234716984,0
1499,MWP22Z/A,190198764690,0
1506,G013C,842776108449,0
1491,A1757,190198129345,0
1492,A2007,190198858290,0
1494,A1863,190198453525,15
1495,SM-G977B,887276320748,0
1496,SM-G977B,887276320748,0
1497,SM-G977B,887276333830,0
1498,SM-G977B,887276333830,0
1500,MV7N2ZA/A,190199098428,0
1501,SM-A205F,853633004255,0
1503,A6000,722970443013,0
1504,SM-N960F,8801643430412,0
1505,SM-G920I,737989980114,0
1521,T21-6918,738516521152,72
1526,ELE-L29,6901443285365,0
1547,G020,842776114679,0
1508,G011C,842776101419,0
1509,G011A,842776101419,0
1511,A2198,,1
1512,SM-N975F,8801643991012,0
1513,A1652,888462533393,0
1517,CR3-00006,,0
1544,A2221,190199221239,0
1816,A2160,190199384958,0
1519,F5L904BLK,745883722259,0
1520,Evo Check,760492034616,0
1522,T21-6893,5056234715994,121
1553,A1395,888462025546,0
1528,A1474,,0
1524,CPH1719,6944284622494,0
3103,CPH1931,6944284651227,0
1529,CR3-00006,,0
1530,Microsoft Surface Pro 3,,0
1533,SM-R800,887276279572,3
1534,SM-R810,887276279596,0
1535,A2007,190198861955,0
1536,A1889,603784337371,0
1537,A1977,190198842336,0
1538,A2159,190198947857,0
1539, SM-G950FD,,0
1541,SM-N975F/DS,8801643991012,0
1542,A1566,,0
1543,A1723,190198296443,0
1545,SM-N960F/DS,887276284477,0
1552,A1567,888462058605,8
1546,SM-G986B,8806090400889,0
1548,A1474,,0
1550,A1567,190198163875,0
1551,SM-W737Y,8801643613020,0
1562,Various,,0
1554,G013C,842776108449,0
1555,G020M,842776114945,0
1556,U Play,4718487702879,0
1557,LYA-L09,6901443263950,0
1558,CPH1707,6944284620162,0
1559,CPH1719,6944284622494,0
1560,2PS6200 ,,0
1561,SM-G986B,8806090400889,0
1563,A1466,,0
1564,A1466,,0
1569,A2097,190198792082,1
1565,SM-G965F/DS,887276255880,0
1566,SM-G930FD,887276155449,0
1567,XT1955-7,723755129887,0
1568,A1416,,0
1592,SM-G930F,,0
1597,SM-N950F,689012772831,0
1572,A1530,885909844531,0
1585,A1687,888462568906,11
1570,SM-A908B,8806090122545,0
1571,A1785,640520099148,0
1573,A1530,885909727438,0
1574,A1530,885909781591,0
1575,A1549,888462062640,0
1576,A1549,190198429261,0
1577,A1549,888462064095,0
1578,A1524,646117873542,0
1579,A1524,646117873641,0
1580,A1524,715660702972,0
1581,A1688,888462501354,0
1582,A1688,766970284726,0
1583,A1688,888462657372,0
1584,A1687,888462501637,0
1586,A1687,888462501675,0
1587,A1687,888462570701,0
1588,A1778,640520098769,0
1591,A2101,190198785657,0
1593,G935F,644391003327,0
1594,SM-G960F,8801643191757,0
1595,SM-G973F,887276294865,0
1596,SM-G973F,887276294865,0
1598,SM-N960F,8801643430412,0
1599,SM-N960F,887276284262,0
1600,A1723,888462802734,6
1601,A1723,,1
1602,A1723,888462801676,0
1603,A720F,,0
1604,G-2PW2200,,0
1605,G-2PW4200,,0
1606,G-2PW4200,,0
1607,G-2PW2200,,0
1608,G011A,,0
1609,G011A,,0
1610,G020B,842776111562,0
1611,G020B,842776110978,0
1612,A2097,190198793430,0
1613,A2101,190198783950,0
